Age,BestSquatKg
23.5,185.0
22.5,350.0
31.0,-212.5
34.0,125.0
53.0,380.0
22.0,175.0
25.0,295.02
18.0,322.5
19.5,200.0
29.0,230.0
22.0,220.0
22.5,125.0
25.5,200.0
24.0,87.5
35.5,135.0
38.0,140.0
67.0,85.0
32.5,280.0
43.5,240.0
23.0,82.5
43.0,327.5
27.5,300.0
20.5,220.0
29.0,250.0
35.5,100.0
29.5,230.0
23.5,320.0
25.0,97.5
26.0,280.0
73.0,130.0
28.5,217.5
27.0,87.5
14.0,120.0
20.0,276.69
32.0,160.0
49.5,132.5
20.0,87.5
28.5,75.0
30.0,110.0
25.0,92.5
36.0,220.0
30.0,115.0
17.5,165.0
26.0,190.0
30.5,420.0
,240.0
41.0,356.07
20.5,240.0
39.5,180.0
24.0,245.0
41.0,160.0
30.0,115.0
28.0,212.5
24.0,260.82
23.0,197.5
23.0,252.5
37.5,260.0
16.5,237.5
24.5,392.5
29.0,285.0
32.5,207.5
33.0,124.74
51.0,242.5
27.0,92.5
52.5,220.0
42.0,205.0
23.0,102.5
30.0,263.08
68.0,115.0
40.5,207.5
24.5,242.5
,160.0
49.5,102.5
36.0,167.5
27.0,187.5
24.5,215.0
23.5,85.0
23.0,172.5
46.0,172.5
64.0,192.5
25.5,177.5
56.0,183.0
23.0,244.94
39.5,117.5
31.5,335.0
51.0,95.0
21.0,175.0
19.0,215.0
26.5,245.0
49.5,130.0
17.0,102.5
27.5,252.5
27.0,237.5
16.5,85.0
27.5,137.5
20.0,200.0
18.0,190.0
29.0,242.5
23.0,-227.5
73.5,100.0
20.0,177.5
42.0,195.0
35.5,107.5
36.0,272.5
49.0,185.0
14.0,-130.0
51.0,170.0
32.0,227.5
14.0,95.0
31.5,215.0
36.0,242.5
36.0,145.15
33.0,245.0
11.0,122.5
32.0,177.5
17.5,180.0
29.5,105.0
19.0,160.0
24.5,190.0
19.0,-155.0
30.0,162.5
25.0,155.0
30.0,160.0
51.0,207.5
21.0,210.0
26.5,225.0
25.0,197.5
32.5,200.0
34.0,220.0
16.5,190.0
23.5,177.5
25.0,250.0
28.5,210.0
15.0,187.5
29.0,185.0
30.5,140.0
41.0,102.06
27.0,317.51
25.0,110.0
39.0,167.5
38.0,-190.0
50.5,140.0
25.0,110.0
20.0,190.0
30.0,397.5
29.0,182.5
33.5,112.5
22.5,182.5
20.5,227.5
35.5,300.0
19.5,140.0
21.5,155.0
21.5,187.5
31.5,145.0
56.0,192.5
20.0,172.5
22.5,125.0
29.5,410.0
21.5,80.0
18.5,72.5
17.0,165.0
27.0,165.0
19.5,285.0
22.5,110.0
38.5,145.0
15.5,120.0
23.5,200.0
23.0,202.5
26.0,265.0
36.0,97.5
32.5,130.0
19.0,350.0
17.5,170.0
24.0,369.68
24.5,247.5
25.0,115.0
31.0,301.64
29.0,207.5
25.0,215.0
17.5,150.0
29.0,112.5
33.0,220.0
19.0,187.5
31.5,127.5
31.0,112.5
28.0,200.0
15.5,63.5
21.0,235.0
25.5,172.5
22.0,215.0
32.0,107.5
24.5,270.0
34.5,277.5
31.5,167.5
23.0,162.5
29.0,152.5
28.0,307.5
18.5,25.0
49.0,115.67
19.0,82.5
21.5,172.5
27.5,167.5
22.0,120.0
33.0,240.0
45.0,188.24
61.0,107.5
22.0,192.5
32.0,263.08
22.0,265.0
27.0,197.5
50.0,232.5
36.0,250.0
28.0,270.0
65.0,185.0
26.5,200.0
25.0,122.5
20.0,220.0
22.0,102.06
25.0,202.5
20.0,160.0
36.0,212.5
38.5,155.0
31.0,280.0
17.0,137.5
28.0,190.0
35.0,82.5
21.5,260.0
17.5,152.5
17.5,165.0
22.5,135.0
24.5,77.5
19.0,167.5
19.0,110.0
23.0,155.0
34.0,142.5
29.0,167.5
27.0,160.0
23.5,210.0
37.0,200.0
43.0,370.0
40.0,170.0
33.0,130.0
28.5,222.5
67.0,125.0
23.0,80.0
26.0,245.0
46.0,120.0
14.0,180.0
25.5,230.0
20.5,187.5
34.0,245.0
23.5,200.0
24.5,172.5
29.5,100.0
30.0,155.0
26.0,260.0
45.0,265.0
23.0,162.5
55.0,90.0
23.0,57.5
26.0,280.0
18.0,157.5
26.5,155.0
43.5,95.0
70.5,155.0
39.0,80.0
32.5,147.5
29.0,227.5
15.5,185.0
26.5,185.0
42.0,137.5
28.0,122.5
26.5,127.5
30.0,337.5
21.5,182.5
64.0,137.5
20.0,195.0
18.5,30.0
27.0,187.5
28.0,162.5
58.0,142.5
27.5,258.55
34.5,152.5
27.5,452.5
15.5,120.0
55.5,269.89
26.5,380.0
75.0,52.5
27.5,117.5
32.5,175.0
23.0,60.0
31.5,215.0
24.5,127.5
25.0,170.0
48.0,230.0
65.0,150.0
80.0,120.0
16.5,142.9
17.5,230.0
25.5,200.0
33.0,132.5
29.0,226.8
18.0,77.5
19.5,200.0
31.0,102.5
21.0,295.0
54.0,262.5
19.5,150.0
36.0,227.5
30.0,155.0
34.0,249.48
21.5,160.0
40.0,242.5
22.0,125.0
35.0,235.0
16.0,132.5
42.0,55.0
26.0,122.5
50.0,217.5
42.5,180.0
18.5,219.99
23.5,185.0
33.5,182.5
18.5,125.0
25.5,162.5
41.0,192.5
18.5,200.0
38.5,270.0
44.0,-127.5
29.0,137.5
27.0,305.0
28.5,380.0
69.5,77.5
16.5,155.0
48.0,262.5
18.0,117.5
34.0,410.5
15.5,92.5
28.0,-190.0
27.5,260.0
38.5,182.5
44.0,282.5
45.5,192.5
30.0,180.0
14.0,77.11
61.0,215.0
22.5,102.5
23.0,125.0
23.0,220.0
16.5,145.0
24.0,260.0
36.0,255.0
16.0,95.0
48.0,195.0
38.0,280.0
26.5,97.5
22.5,138.0
53.5,205.0
25.5,112.5
36.0,337.5
22.0,155.0
26.0,335.0
23.0,235.87
45.0,92.5
33.0,202.5
55.0,137.5
25.0,290.0
21.0,227.5
27.5,120.0
17.5,125.0
27.0,92.5
31.0,290.0
29.0,125.0
46.5,155.0
38.0,30.0
21.0,199.58
18.5,150.0
28.0,210.0
41.0,130.0
27.0,82.5
26.0,120.0
25.0,162.5
29.5,127.5
20.0,200.0
29.5,145.0
51.0,60.0
24.0,215.0
24.0,140.0
21.0,225.0
48.0,205.0
31.0,207.5
29.0,107.5
55.0,65.0
31.0,80.0
23.0,285.0
27.5,92.5
74.5,150.0
21.5,172.5
35.0,325.0
46.0,287.5
28.0,175.0
40.5,215.0
28.0,110.0
24.5,65.0
23.5,170.0
,175.0
28.5,137.5
27.0,125.0
39.0,327.5
53.0,220.0
30.0,182.5
25.0,260.0
17.5,150.0
18.5,177.5
39.0,142.88
16.5,245.0
30.5,260.0
31.0,160.0
56.5,147.5
23.0,240.0
22.5,170.0
64.0,152.5
27.0,125.0
20.5,192.5
43.0,137.5
21.0,102.5
23.0,365.0
24.0,237.5
24.5,125.0
18.5,192.5
56.0,180.0
30.0,120.0
30.5,137.5
33.5,345.0
28.0,282.5
21.0,220.0
19.5,195.0
19.5,175.0
20.0,110.0
24.0,-70.0
23.0,365.0
36.0,72.5
18.5,235.0
27.0,317.5
27.0,150.0
29.0,117.5
17.5,86.2
30.0,175.0
20.5,120.0
25.0,185.0
70.0,172.5
28.0,162.5
20.5,80.0
27.5,160.0
22.5,132.5
49.0,282.5
40.0,97.5
31.0,333.39
26.5,127.5
25.0,142.5
20.0,195.0
47.0,305.0
22.5,232.5
42.0,105.0
17.5,115.0
36.0,290.0
25.5,210.0
15.0,108.86
16.0,160.0
23.5,257.5
20.0,235.0
32.5,275.0
26.0,213.19
26.5,182.5
19.5,130.0
20.0,292.5
16.5,102.5
33.5,112.5
28.0,85.0
23.5,262.5
29.0,202.5
64.0,170.0
46.5,310.0
23.5,130.0
14.0,100.0
22.5,120.0
21.0,208.65
34.0,175.0
29.0,240.0
36.5,356.0
52.0,167.5
22.0,272.5
44.5,100.0
35.5,115.0
52.0,140.0
14.5,77.5
33.5,350.0
18.0,132.5
64.0,145.0
22.5,232.5
33.0,242.67
20.5,167.5
19.5,132.5
22.0,232.5
19.5,250.0
33.0,330.0
33.0,197.5
39.5,122.5
22.0,102.5
28.5,170.0
18.5,182.5
16.0,182.5
21.0,205.0
54.0,250.0
75.0,151.0
24.0,152.5
22.5,115.0
22.0,292.5
18.0,142.5
15.0,102.06
30.0,160.0
17.5,242.5
33.0,177.5
23.5,105.0
24.0,265.0
31.0,132.5
16.5,145.0
22.0,70.0
53.5,120.0
70.5,160.0
22.0,182.5
42.0,250.0
29.5,237.5
19.0,185.0
19.5,230.0
16.5,185.0
50.0,72.5
25.5,425.0
27.0,192.5
21.5,175.0
19.5,150.0
35.0,112.5
26.5,85.0
41.0,320.0
23.0,197.5
31.5,257.5
19.0,100.0
16.5,100.0
30.5,275.0
39.5,172.5
21.5,290.0
26.0,125.0
26.0,135.0
20.0,192.5
28.0,205.0
19.0,215.0
65.5,160.0
24.0,287.5
28.0,200.0
32.5,210.0
30.5,80.0
23.0,282.5
23.0,250.0
26.5,100.0
45.0,272.16
,290.0
28.0,226.8
31.0,220.0
29.0,237.5
46.0,185.0
24.0,150.0
19.0,82.5
51.5,207.0
30.0,105.0
23.0,181.44
29.0,92.99
18.5,160.0
33.0,107.5
27.0,215.0
34.5,130.0
26.5,210.0
36.5,97.5
22.5,155.0
60.0,170.0
30.0,489.88
59.0,70.0
21.0,137.5
24.0,149.69
20.5,115.0
18.5,172.5
49.5,107.5
19.5,165.0
27.0,117.5
29.0,353.8
20.0,-100.0
19.5,187.5
26.0,100.0
39.0,125.0
26.5,190.0
22.0,302.5
39.0,115.0
22.5,187.5
24.0,306.17
28.5,251.74
41.5,77.5
31.5,170.0
24.0,295.0
47.0,282.5
30.0,165.0
24.5,107.5
27.0,250.0
15.5,120.0
19.0,135.0
33.5,130.0
22.5,207.5
46.5,287.5
23.0,237.5
16.0,137.5
27.0,172.5
27.5,232.5
27.0,160.0
30.0,205.0
16.5,175.0
21.5,310.0
21.0,-95.0
49.0,102.4
23.5,190.0
9.5,59.0
22.0,280.0
26.5,188.24
27.0,170.0
38.5,115.0
31.5,97.5
41.0,75.0
70.0,40.0
21.0,252.5
24.5,180.0
41.0,315.0
36.0,85.0
37.5,249.48
31.5,115.0
35.0,105.0
30.0,162.5
35.0,160.0
21.0,200.0
27.5,117.5
27.0,292.5
32.0,282.5
17.0,132.5
18.0,222.5
23.0,282.5
45.0,242.5
27.0,226.8
28.0,297.5
24.0,217.72
16.0,90.0
55.0,317.51
22.0,210.0
32.5,320.0
30.5,130.0
20.0,192.78
21.5,150.0
35.5,330.0
17.0,107.5
28.0,237.5
31.5,232.5
35.0,72.5
26.5,147.5
15.5,80.0
25.5,117.5
50.0,265.0
36.0,282.5
24.0,170.0
26.0,82.5
21.0,167.5
28.5,322.5
31.0,235.0
18.0,102.5
16.0,180.0
20.0,105.0
15.5,65.0
21.5,190.0
48.0,305.0
24.5,190.0
19.5,127.5
24.0,105.0
37.5,300.0
50.0,85.0
30.0,227.5
18.0,117.5
22.0,172.5
28.0,110.0
19.5,117.5
45.0,467.2
24.5,212.5
37.5,330.0
27.5,117.5
26.0,192.5
27.5,205.0
24.0,112.5
18.5,95.0
28.0,190.0
26.0,249.48
47.5,245.0
13.0,92.5
60.0,227.5
25.5,242.5
23.0,142.5
49.5,172.5
47.5,230.0
33.0,215.0
20.0,162.5
29.0,197.5
19.0,212.5
23.0,160.0
26.5,157.5
37.0,175.0
15.5,130.0
60.5,72.5
23.5,165.0
29.0,135.0
21.5,260.0
27.0,112.5
24.0,70.0
31.0,-230.0
38.0,95.0
35.0,132.5
26.5,270.0
57.0,185.0
29.0,105.0
26.5,172.5
21.5,137.5
21.0,145.0
68.5,117.5
50.5,182.5
22.5,165.0
28.0,142.5
33.0,332.5
24.0,337.5
30.0,192.5
20.0,102.5
30.5,95.0
16.0,112.5
64.0,62.5
28.0,92.5
48.5,150.0
27.5,290.0
29.0,276.69
45.0,265.35
37.0,242.5
25.0,120.0
35.0,290.0
25.0,247.5
27.0,90.0
28.5,77.5
23.0,245.0
23.0,97.5
30.0,190.0
32.5,105.0
17.0,170.0
21.0,262.5
41.0,135.0
27.0,242.67
26.5,255.0
19.5,195.0
23.0,87.5
17.0,142.88
22.0,277.5
15.5,160.0
34.5,310.0
37.5,322.5
54.0,250.0
32.0,102.5
42.5,222.5
,87.5
30.0,342.5
31.0,335.0
23.0,210.0
40.0,150.0
53.5,255.0
13.5,102.5
27.0,285.0
21.5,85.0
48.0,210.0
18.0,300.0
19.5,177.5
44.0,210.01
61.5,152.5
42.5,180.0
27.5,305.0
16.5,162.5
10.0,60.0
16.5,142.5
28.0,81.65
16.5,160.0
35.0,330.0
25.0,162.5
28.0,207.5
26.0,272.5
33.0,345.0
47.0,255.0
47.0,103.0
35.5,255.0
21.5,152.5
34.0,410.0
61.0,207.5
49.0,200.0
25.0,80.0
43.0,137.5
22.0,185.0
46.0,95.0
36.0,200.0
22.5,125.0
29.0,320.0
16.5,125.0
69.0,155.0
42.0,272.5
21.0,157.5
56.5,107.5
24.5,115.0
29.0,260.0
29.0,292.5
29.0,192.5
30.0,260.0
37.5,220.0
16.0,112.5
26.0,120.0
19.5,200.0
31.0,150.0
17.0,105.0
23.5,180.0
61.0,170.0
26.5,93.0
18.5,145.0
20.0,147.5
40.5,142.5
45.5,195.0
26.5,192.5
30.0,92.5
21.5,235.0
24.0,87.5
51.5,275.0
37.5,112.5
59.5,150.0
23.0,235.0
31.0,257.5
29.5,415.0
27.0,202.5
26.5,310.0
26.5,237.5
18.0,202.5
24.0,192.5
,172.5
21.5,110.0
28.0,372.5
15.0,136.08
47.0,92.5
32.5,180.0
28.0,202.5
41.0,222.5
19.5,172.5
20.0,195.0
,200.0
13.5,52.5
56.0,172.5
24.0,272.5
21.0,135.0
33.0,237.5
45.0,240.0
48.0,280.0
16.0,175.0
41.0,125.0
29.0,247.5
41.0,272.5
41.0,215.0
63.5,132.5
20.0,140.0
15.0,129.27
28.5,195.0
23.0,265.0
23.0,175.0
36.0,215.0
33.5,240.0
38.0,275.0
27.5,140.0
22.5,225.0
26.0,240.0
30.0,45.0
25.0,182.5
36.0,125.0
26.5,122.5
28.5,350.0
21.5,125.0
27.0,175.0
36.0,182.5
23.0,157.5
22.5,180.0
35.0,117.5
25.5,187.5
44.0,140.0
29.5,120.0
31.0,110.0
41.5,210.0
22.0,260.0
23.0,207.5
14.5,112.5
24.0,245.0
19.5,122.5
24.0,245.0
20.5,220.0
14.0,127.01
67.0,125.0
19.0,320.0
22.0,310.0
37.0,230.0
22.5,167.5
22.0,225.0
26.0,265.0
23.0,102.5
27.0,217.5
25.0,120.0
28.0,208.65
37.0,29.48
27.0,110.0
19.5,275.0
32.0,174.63
30.5,140.0
20.0,170.0
33.5,265.0
36.5,190.0
26.0,290.0
20.0,210.0
61.5,155.0
26.0,165.0
30.0,107.5
22.0,125.0
17.5,100.0
18.0,195.0
19.5,195.0
31.5,160.0
31.0,222.5
26.0,182.5
31.0,210.0
36.5,245.0
27.0,192.5
19.0,197.5
25.5,165.0
44.0,250.0
20.5,225.0
11.5,57.5
24.5,260.0
37.0,150.0
27.5,150.0
17.0,172.37
17.5,247.5
29.0,307.5
26.5,220.0
22.0,112.5
23.0,325.0
23.0,175.0
19.5,125.0
39.0,245.0
24.0,152.5
18.5,102.5
40.0,219.99
38.0,102.5
19.0,120.0
38.5,260.0
22.5,257.5
18.5,226.8
16.5,170.0
23.5,165.0
37.0,200.0
28.0,125.0
54.5,85.0
20.0,150.0
24.0,177.5
22.5,212.5
24.5,167.5
43.0,102.5
30.0,170.0
39.0,47.5
30.0,137.5
,205.0
18.5,150.0
31.0,127.5
29.0,229.06
22.0,157.5
39.0,220.0
21.0,150.0
28.0,142.5
59.0,167.5
23.5,270.0
30.0,262.5
56.5,102.5
22.0,312.5
55.5,200.0
29.0,137.5
35.5,115.0
40.0,300.0
14.5,160.0
27.5,252.5
17.5,95.3
20.0,105.0
23.5,325.0
60.0,162.5
26.0,167.5
25.5,257.5
20.0,132.5
25.5,97.5
21.0,182.5
23.0,200.0
24.0,190.0
28.0,175.0
27.5,272.5
24.0,87.5
20.5,295.0
16.5,213.2
51.0,122.5
15.0,142.88
29.0,165.56
,147.5
40.0,337.5
21.0,240.0
20.5,67.5
24.0,375.0
23.0,-190.0
52.5,205.0
70.0,50.0
20.0,132.5
27.0,255.0
40.5,170.0
52.0,207.5
23.0,220.0
29.5,105.0
,210.0
20.0,107.5
39.0,227.5
28.0,200.0
76.0,155.0
47.5,95.0
41.0,117.5
53.0,235.0
33.0,120.0
24.0,300.0
16.5,115.0
48.5,156.5
24.5,117.5
26.0,137.5
20.5,192.5
34.0,130.0
24.5,192.5
21.0,152.5
26.5,215.0
15.0,182.5
18.0,110.0
21.0,180.0
24.0,142.5
32.0,82.5
17.5,195.0
19.0,170.0
31.5,375.0
24.0,127.5
22.0,245.0
18.5,182.5
22.5,172.5
35.0,258.55
28.0,197.31
28.0,92.5
18.5,180.0
21.0,162.5
36.0,110.0
38.0,205.0
37.5,250.0
16.5,105.0
52.5,180.0
23.0,107.5
72.0,137.5
34.5,187.5
59.5,95.0
26.0,167.5
31.5,280.0
19.0,100.0
21.5,187.5
36.0,227.5
19.0,160.0
19.5,305.0
30.0,200.0
50.5,85.0
31.0,423.0
47.5,247.5
21.0,240.0
22.0,290.0
64.5,82.5
19.0,200.0
18.5,152.5
25.0,230.0
53.5,280.0
26.5,112.5
18.0,142.5
26.5,165.0
24.0,167.5
37.5,212.5
34.0,180.0
20.0,252.5
19.5,107.5
,290.0
42.5,77.5
37.5,190.0
42.0,80.0
20.0,125.0
48.5,85.0
44.0,70.0
25.0,165.02
48.0,40.0
42.5,240.0
23.5,192.5
19.5,152.5
18.0,136.08
31.0,115.0
33.0,132.5
19.5,142.5
17.5,237.5
21.0,182.5
24.0,227.5
45.0,122.5
39.0,272.5
24.0,185.0
,102.5
19.5,267.5
34.0,75.0
22.5,105.0
37.0,-260.0
,102.5
21.0,85.0
20.0,247.5
17.0,87.5
15.0,77.5
,137.5
38.0,270.0
37.0,127.5
14.5,67.5
26.0,190.0
23.5,172.5
16.0,140.0
44.0,227.5
55.5,95.0
15.0,130.0
23.5,235.0
15.5,180.0
27.5,250.0
20.0,185.0
49.5,210.0
53.5,227.5
26.0,77.5
28.5,270.0
26.5,145.0
21.5,162.5
26.5,235.0
26.0,147.5
61.0,90.0
9.0,40.0
19.5,165.0
21.0,182.5
21.5,172.5
15.5,105.0
30.0,240.0
21.5,185.0
42.0,75.0
43.0,290.0
32.0,290.0
32.0,322.5
45.0,227.5
51.0,300.0
27.0,260.0
28.5,82.5
42.0,97.5
21.5,315.0
17.5,160.0
21.5,265.0
18.0,142.5
15.5,165.0
23.0,160.0
35.0,77.5
16.5,154.2
15.5,192.5
25.0,162.5
49.5,117.5
48.0,235.5
31.0,212.5
53.5,155.0
25.0,185.0
30.0,250.0
21.5,327.5
62.0,125.0
23.5,177.5
19.0,250.0
22.0,247.5
31.5,95.0
56.0,205.0
20.5,110.0
13.0,37.5
30.0,217.5
19.0,235.0
13.0,120.0
21.0,187.5
37.0,113.0
61.0,90.0
21.5,222.5
48.0,150.0
27.0,192.5
22.0,200.0
40.0,205.0
17.0,187.5
19.5,90.0
21.5,285.0
34.0,95.0
56.5,150.0
20.5,197.5
18.5,147.5
28.0,190.0
14.5,50.0
25.0,107.5
32.0,175.0
37.0,250.0
27.0,100.0
56.5,125.0
26.0,247.5
27.5,185.0
29.5,280.0
43.0,115.0
34.5,127.5
26.0,192.5
37.5,110.0
36.0,345.0
35.5,242.5
14.0,75.0
17.5,185.0
20.0,175.0
48.0,205.0
22.5,172.5
28.0,267.5
22.5,210.0
39.0,182.5
23.0,250.0
23.5,160.0
15.5,220.0
18.5,200.0
17.5,235.0
40.0,145.0
38.5,285.0
29.0,210.0
22.0,225.0
29.0,65.0
21.0,180.0
31.0,225.0
23.0,70.0
48.0,145.0
25.5,375.0
37.0,247.5
27.0,197.5
62.0,110.0
26.5,222.5
32.0,177.5
18.0,102.5
21.5,140.0
37.0,110.0
19.5,120.0
23.5,210.0
53.0,80.0
28.0,192.5
35.0,185.0
50.0,67.5
27.0,235.0
29.0,222.5
28.0,212.5
43.5,122.5
18.5,142.5
43.0,137.5
28.5,100.0
34.0,265.0
29.0,365.0
22.0,205.0
46.0,190.0
23.5,200.0
49.5,285.0
23.0,142.5
37.5,215.0
50.0,170.0
40.0,87.5
17.5,147.5
20.0,217.5
25.0,137.5
41.0,155.0
15.5,200.0
22.0,60.0
15.5,162.5
24.5,142.5
28.0,307.5
19.0,245.0
14.5,105.0
41.0,360.0
21.5,335.0
65.0,155.0
35.0,135.0
24.0,185.0
40.0,175.0
19.5,182.5
59.0,75.0
23.0,217.5
39.5,290.0
21.5,160.0
27.5,207.5
64.0,200.0
23.5,145.0
28.5,152.5
28.0,225.0
57.0,105.0
19.5,180.0
20.5,95.0
28.0,147.5
,142.5
25.5,190.0
23.5,105.0
27.0,277.5
24.0,232.5
19.5,172.5
20.5,152.5
41.0,272.16
21.0,202.5
19.0,132.5
58.5,145.0
30.0,165.0
30.5,210.0
27.0,240.0
36.0,365.0
17.5,232.5
45.0,215.0
21.0,215.0
23.5,235.0
34.5,170.0
63.5,40.0
25.0,97.5
25.5,67.5
33.5,95.0
20.5,102.5
14.0,105.0
27.5,165.0
19.5,115.0
28.5,226.8
24.0,115.0
39.5,220.0
25.0,165.0
35.5,255.0
59.0,160.0
29.5,205.0
19.0,150.0
22.5,190.0
23.5,157.5
31.0,165.0
22.5,210.0
28.0,130.0
25.5,260.0
33.0,210.0
22.5,137.5
22.0,237.5
21.0,110.0
47.5,132.5
20.5,245.0
35.0,80.0
24.0,225.0
48.0,250.0
29.5,220.0
61.0,155.0
25.5,315.0
29.0,90.0
45.0,155.0
36.5,125.0
31.0,165.0
21.0,102.5
46.0,65.0
45.5,285.0
21.0,47.5
39.0,155.0
21.5,285.0
23.0,165.0
18.5,177.5
54.0,260.0
17.5,140.0
28.5,345.0
48.0,160.0
33.0,232.5
23.0,192.5
23.0,72.5
,295.0
20.5,325.0
47.0,167.5
28.5,120.0
31.0,170.0
31.0,227.5
22.5,217.5
35.0,280.0
23.0,70.0
39.5,155.0
20.5,74.8
14.0,97.5
19.0,120.0
26.0,175.0
20.0,70.0
25.0,225.0
35.0,303.5
26.0,255.0
42.0,147.5
20.5,210.0
19.0,97.5
27.0,252.5
34.0,115.0
46.0,137.5
46.0,80.0
49.0,90.0
19.5,185.0
33.0,230.0
45.0,182.5
18.5,85.0
22.0,325.0
63.5,215.0
25.0,142.5
60.0,112.5
20.0,287.5
24.0,337.5
39.0,130.5
20.0,187.5
44.0,185.0
21.0,285.0
23.0,170.0
21.5,95.0
25.0,280.0
27.0,172.5
36.5,92.5
17.5,155.0
21.0,155.0
17.5,205.0
17.5,300.0
23.5,225.0
24.5,182.5
21.0,200.0
20.5,181.44
46.5,82.5
19.5,227.5
24.0,207.5
37.0,155.0
27.0,125.0
22.0,182.5
37.0,380.0
45.5,142.5
31.0,340.0
46.0,227.5
30.0,158.76
19.5,90.0
24.5,120.0
23.0,135.0
41.5,255.0
21.0,202.5
23.0,175.0
,125.0
26.0,432.5
25.5,142.5
40.0,317.5
33.0,182.5
29.0,170.0
19.5,122.5
32.0,97.5
27.5,190.0
17.0,-185.0
21.5,207.5
36.0,197.5
23.0,145.0
39.0,232.5
22.0,157.5
30.0,100.0
20.5,112.5
37.0,272.5
18.5,165.0
45.5,150.0
34.0,290.0
30.0,400.0
46.0,275.0
22.0,192.5
23.5,190.0
24.0,180.0
23.5,140.0
21.5,185.0
16.5,135.0
19.5,102.5
21.5,195.0
15.5,130.5
41.0,280.0
24.5,260.0
72.0,130.0
12.5,62.5
20.0,92.5
24.5,215.0
31.0,327.5
23.0,85.0
17.5,95.0
26.0,177.5
48.0,92.5
23.0,212.5
46.5,80.0
45.0,205.0
22.0,157.5
31.0,185.0
46.5,205.0
34.0,227.5
30.0,180.0
17.0,226.8
28.5,170.0
42.0,217.72
23.5,127.5
24.0,192.5
32.5,200.0
16.5,152.5
17.5,275.0
37.0,130.0
22.0,137.5
30.0,335.0
25.0,202.5
32.0,175.0
22.0,165.0
35.0,145.0
,-162.5
27.0,227.5
16.5,90.0
60.0,118.0
18.0,210.0
21.0,197.5
21.5,162.5
19.5,172.5
31.0,105.0
24.0,170.0
40.0,140.0
29.0,185.0
23.5,92.5
13.5,95.0
15.0,133.81
30.0,160.0
18.5,112.5
31.0,227.5
39.5,317.5
23.5,145.0
19.0,242.5
22.5,215.0
26.0,172.5
32.0,335.0
20.0,197.5
24.5,195.0
21.5,242.5
35.0,175.0
22.0,205.0
22.0,215.0
65.5,72.5
43.0,255.0
51.0,97.41
25.0,295.0
24.0,125.0
17.0,102.5
17.0,62.5
24.0,197.5
20.5,112.5
26.5,100.0
28.0,120.0
36.5,255.0
18.0,157.5
25.0,100.0
20.0,255.0
29.0,285.0
39.5,217.5
20.0,147.5
34.5,175.0
20.5,102.5
40.0,355.0
33.5,110.0
38.0,97.5
17.5,200.0
22.0,282.5
46.5,65.0
19.0,237.5
18.0,137.5
28.5,380.0
21.5,125.0
29.5,240.0
25.0,212.5
18.5,102.5
22.5,170.0
21.5,110.0
58.0,242.5
19.5,202.5
20.0,170.0
21.5,177.5
18.0,163.29
20.0,177.5
43.5,92.5
26.5,217.5
19.5,192.5
26.5,237.5
24.5,185.0
23.5,125.0
19.5,177.5
39.0,237.5
28.0,207.5
16.5,112.5
34.0,107.5
25.0,310.0
15.0,112.5
22.0,192.5
34.0,177.5
22.0,102.06
35.0,225.0
43.0,255.0
28.0,215.0
30.0,305.0
31.0,161.03
36.0,155.0
26.0,177.5
19.0,167.5
17.5,137.5
21.0,237.5
33.5,260.0
30.5,115.0
24.0,167.5
59.0,157.5
25.0,297.5
27.0,77.5
46.5,177.5
47.0,192.5
37.0,227.5
42.0,67.5
19.5,97.5
21.0,140.0
28.5,140.0
42.5,180.0
,140.0
30.5,75.0
26.0,217.5
40.0,170.0
40.5,282.5
22.5,258.6
21.5,285.0
49.0,195.0
28.0,-235.0
56.0,140.0
20.0,75.0
,200.0
38.0,285.0
18.5,142.9
41.0,217.5
23.5,190.0
17.0,215.0
20.0,187.5
27.0,130.0
30.0,287.5
18.5,207.5
26.0,65.0
24.0,185.0
24.0,195.0
22.5,92.5
23.5,87.5
56.0,237.5
40.5,185.0
26.0,92.5
21.0,85.0
42.0,140.0
33.0,92.5
23.0,220.0
29.5,240.0
31.5,92.5
19.0,182.5
25.0,200.0
40.0,250.0
53.5,225.0
44.0,110.0
57.5,150.0
28.5,100.0
23.0,205.0
42.5,235.0
20.5,205.0
23.0,240.5
24.5,135.0
30.0,150.0
16.5,112.5
33.0,242.5
20.0,390.0
35.0,370.0
24.0,312.5
49.5,142.5
27.0,72.5
24.0,215.0
49.5,147.5
26.0,150.0
40.0,80.0
48.0,158.0
39.0,277.5
21.0,155.0
27.0,192.5
28.0,182.5
20.5,100.0
17.0,190.0
17.0,160.0
35.0,150.0
18.0,92.5
14.5,122.5
31.0,195.0
33.5,217.5
16.0,137.5
26.0,205.0
42.0,92.5
33.0,165.0
22.5,187.5
17.5,102.5
22.0,215.0
29.0,195.04
23.0,227.5
46.5,112.5
27.0,252.5
16.5,140.0
27.0,175.0
18.0,92.5
41.5,190.0
20.0,227.5
20.5,167.5
37.0,277.5
23.0,115.0
52.5,237.5
22.0,202.5
18.5,366.0
25.0,227.5
47.0,240.0
44.0,367.5
19.0,160.0
27.5,177.5
28.0,240.0
18.5,75.0
27.5,200.0
40.5,242.5
26.5,260.0
22.0,176.9
23.0,207.5
32.5,92.5
32.0,200.0
23.5,82.5
27.0,127.5
26.0,182.5
23.0,145.0
34.5,290.0
