Age,BestSquatKg
50.5,265.0
36.0,278.96
26.0,227.5
26.0,124.74
23.0,242.5
29.0,235.0
26.5,217.5
23.0,125.0
44.5,200.0
35.0,110.0
28.0,127.5
22.0,215.0
33.0,280.0
21.0,77.5
34.0,-285.0
17.5,145.0
20.0,165.0
28.0,180.0
44.0,120.0
68.0,181.0
52.5,267.6
21.5,147.5
21.0,277.5
32.0,186.0
47.0,80.0
21.5,217.5
24.5,140.0
22.5,110.0
30.0,190.0
43.5,140.0
34.0,217.5
20.5,117.5
28.0,135.0
22.5,155.0
21.0,280.0
24.5,387.5
24.0,255.0
30.0,440.0
23.0,157.5
35.0,205.0
33.0,275.0
48.5,125.0
20.5,145.0
60.0,120.0
13.0,120.2
21.5,97.5
32.5,140.0
15.0,175.0
28.0,87.5
32.0,240.0
26.5,97.5
16.5,235.0
23.5,405.0
22.5,140.0
23.0,272.5
27.0,147.5
23.0,192.5
30.0,112.5
25.0,352.5
17.5,182.5
30.0,250.0
29.0,160.0
19.5,150.0
17.0,265.0
31.0,82.5
21.0,272.5
76.0,115.0
31.0,260.0
54.5,102.5
15.0,80.0
21.0,200.0
48.0,197.5
25.0,290.0
20.0,115.0
40.0,257.5
24.0,263.08
31.0,97.5
22.0,272.5
23.0,160.0
59.0,175.0
26.0,172.5
23.0,200.0
33.0,190.0
48.5,260.0
,110.0
34.5,127.5
17.5,245.0
42.5,280.0
17.5,275.0
41.5,120.0
40.0,185.0
24.5,380.0
20.0,205.0
57.5,160.0
19.0,100.0
28.5,122.5
19.0,282.5
42.5,113.4
16.5,70.0
31.0,85.0
26.0,272.5
31.0,305.0
22.5,307.5
40.0,115.0
27.0,160.0
22.0,175.0
13.5,150.0
55.0,152.5
28.0,275.0
23.5,250.0
29.5,255.0
38.0,200.0
26.0,250.0
41.0,120.0
55.0,212.5
23.5,182.5
25.5,161.03
37.0,160.0
19.5,200.0
33.0,327.5
17.5,125.0
59.0,192.5
29.0,167.5
19.0,180.0
34.0,102.5
14.0,102.5
17.5,172.5
29.0,182.5
24.0,182.5
16.5,142.5
40.5,227.5
22.0,315.0
35.0,250.0
15.0,140.0
37.0,201.85
21.0,212.5
30.5,170.0
25.0,145.0
16.5,150.0
32.0,112.5
59.0,180.0
32.5,327.5
28.5,210.0
17.5,65.0
22.0,190.0
43.0,132.5
24.0,170.0
26.5,185.0
19.5,215.0
55.5,210.0
21.0,170.0
24.0,252.5
23.5,237.5
24.5,107.5
47.5,172.5
15.5,145.0
37.0,202.5
,217.5
19.5,160.0
27.0,160.0
50.0,105.0
70.0,125.0
21.5,187.5
37.5,250.0
22.5,180.0
26.0,312.5
42.0,255.0
37.0,67.5
29.0,125.0
17.5,90.0
18.5,210.0
40.0,95.0
35.0,170.0
40.0,187.5
17.5,182.5
35.0,280.0
27.5,285.0
22.0,192.5
21.0,255.0
24.0,152.5
18.5,90.0
26.0,270.0
59.0,165.0
31.0,155.0
30.5,292.57
40.5,87.5
30.5,240.0
17.0,230.0
26.0,250.0
31.5,160.0
35.5,125.0
24.5,135.0
24.0,297.5
21.0,255.0
17.5,142.5
46.5,102.5
29.5,162.5
20.0,200.0
29.5,180.0
49.5,135.0
30.5,165.0
15.0,125.0
19.5,110.0
24.0,117.5
,258.55
14.0,62.5
47.0,167.5
55.0,70.0
22.0,155.0
21.5,300.0
25.0,277.5
31.0,217.5
19.5,137.5
24.0,227.5
27.0,172.5
17.5,175.0
31.5,320.0
23.0,212.5
18.5,150.0
39.5,140.0
15.5,120.0
24.5,82.5
26.5,140.0
43.0,90.0
23.0,177.5
29.5,250.0
37.0,160.0
23.5,150.0
37.5,140.0
22.5,260.0
27.5,280.0
42.0,240.0
33.0,120.0
22.0,190.0
27.5,292.5
49.0,175.0
19.5,190.0
40.5,70.0
31.0,217.5
26.0,275.0
20.5,225.0
26.0,204.98
50.0,322.05
29.0,333.39
17.5,120.0
24.0,110.0
26.0,115.0
31.0,165.0
23.0,112.5
31.0,137.5
19.5,80.0
35.0,305.0
28.5,240.0
17.0,250.0
20.5,170.5
22.0,111.13
22.0,260.0
29.0,170.1
26.0,190.0
25.0,227.5
20.5,177.5
33.0,252.5
23.5,125.0
63.5,70.0
35.5,292.5
20.0,158.76
23.0,320.0
21.0,195.0
25.0,82.5
20.0,115.67
28.0,117.5
17.5,160.0
23.0,145.0
15.5,192.5
71.0,62.5
15.0,95.0
18.0,92.5
17.5,197.5
21.5,192.5
28.5,182.5
30.0,202.5
26.5,170.0
24.0,331.12
21.5,255.0
21.0,175.0
23.0,180.0
80.0,115.67
,272.5
30.0,215.0
20.5,237.5
25.0,285.0
33.0,62.5
,332.5
13.0,75.0
19.5,72.5
17.0,192.5
27.0,100.0
22.5,227.5
17.5,175.0
39.5,70.0
30.5,227.5
23.0,212.5
26.0,250.0
19.0,165.0
30.0,227.5
65.0,75.0
39.0,87.5
48.0,75.0
17.0,160.0
30.0,245.0
17.5,282.5
20.5,245.0
38.0,200.0
20.0,215.0
19.0,120.0
15.5,125.0
44.0,112.5
61.5,150.0
58.0,170.0
26.0,97.5
37.5,480.0
28.0,172.5
22.0,227.5
23.0,200.0
22.0,125.0
24.0,247.5
28.0,75.0
16.0,147.42
34.5,80.0
22.0,105.0
24.0,160.0
30.0,110.0
72.5,130.0
19.5,200.0
27.5,132.5
33.0,85.0
30.0,230.0
24.0,197.5
25.0,62.5
39.5,180.0
34.5,115.0
26.5,142.5
37.0,190.0
28.5,120.0
23.0,185.0
38.0,137.5
47.0,192.5
17.5,249.5
20.5,202.5
32.5,242.5
65.0,50.0
37.0,272.5
32.0,257.5
22.5,115.0
27.0,188.24
24.0,215.0
26.0,205.0
23.0,220.0
28.0,170.0
21.5,110.0
25.5,235.0
27.5,185.0
22.5,107.5
48.0,107.5
40.0,255.0
55.0,182.5
17.0,165.0
,120.0
25.0,175.0
20.5,72.5
45.5,180.0
16.5,145.2
35.5,127.5
50.5,105.0
71.0,160.0
24.0,90.0
23.0,172.5
,165.0
48.0,120.0
56.0,213.0
33.5,115.0
22.0,225.0
23.0,152.5
33.0,152.5
17.0,190.0
26.0,310.0
26.0,120.0
28.5,257.5
16.5,127.5
65.5,60.0
21.5,262.5
17.5,95.0
47.0,107.5
24.5,122.5
28.5,250.0
35.0,198.0
42.0,125.0
41.5,227.5
21.0,170.0
24.0,265.0
24.0,150.0
37.5,170.0
26.0,112.5
41.5,167.5
56.0,80.0
27.0,182.5
57.0,142.5
28.5,152.5
21.0,182.5
26.5,292.5
17.5,197.5
18.5,280.0
16.0,232.5
27.5,182.5
15.0,155.0
20.0,145.0
25.5,100.0
28.5,330.0
25.0,197.5
16.0,120.0
41.0,210.0
21.0,300.0
36.0,137.5
24.0,230.0
23.0,250.0
22.0,270.0
,175.0
40.5,213.2
23.0,232.5
22.5,315.5
31.5,125.0
37.0,225.0
25.0,282.5
29.0,170.0
64.0,137.5
29.0,92.5
46.5,160.0
26.5,122.5
28.5,225.0
19.0,107.5
46.0,182.5
23.0,75.0
17.5,172.5
21.0,200.0
27.0,122.5
20.5,272.5
18.0,160.0
33.5,80.0
40.5,195.0
45.0,115.0
41.0,265.0
22.0,147.5
15.5,117.5
35.0,117.5
28.0,90.0
28.5,222.5
27.0,130.0
24.5,262.5
39.5,120.0
48.0,192.5
22.5,207.5
52.5,270.0
22.5,205.0
40.0,455.0
27.5,197.5
16.5,102.5
27.0,157.5
32.5,297.5
30.5,92.5
13.5,81.5
19.0,208.65
22.5,160.0
22.5,205.0
11.5,55.0
43.5,105.0
,245.0
46.5,240.0
18.5,110.0
67.5,112.5
34.5,227.5
34.5,200.0
28.0,105.0
17.0,150.0
23.0,245.0
29.0,207.5
20.0,95.0
72.0,52.5
44.5,180.0
20.5,117.5
24.5,217.5
55.5,230.0
28.5,182.5
31.0,250.0
27.0,217.5
25.0,150.0
29.5,105.0
65.5,180.0
39.5,232.5
56.5,215.0
28.0,200.0
27.5,215.0
36.0,212.5
35.0,142.5
38.0,215.0
26.0,201.85
32.0,217.5
25.0,217.5
17.0,125.0
20.0,180.0
19.0,170.0
30.0,287.5
24.0,97.5
28.0,103.5
31.0,155.0
45.0,147.5
26.0,155.0
26.5,140.0
73.5,37.5
19.5,112.5
41.0,152.5
49.0,217.72
33.5,125.0
28.0,177.5
23.0,290.0
14.0,135.0
20.5,165.0
32.0,265.0
56.0,72.5
22.5,237.5
36.0,231.33
23.0,165.0
23.0,230.0
27.5,215.0
27.0,120.0
18.0,282.5
30.0,197.31
14.5,110.0
34.0,147.5
19.0,67.5
36.0,162.5
17.0,190.0
19.5,295.0
34.0,192.5
50.0,65.0
30.0,112.5
52.0,215.0
41.0,154.22
46.0,182.5
31.0,165.0
42.0,80.0
30.0,265.0
74.5,117.5
26.0,106.59
25.0,330.0
27.0,312.5
23.0,115.0
63.5,165.0
53.0,67.5
21.5,182.5
23.5,90.0
42.5,150.0
22.0,242.5
24.0,80.0
26.5,305.0
26.0,87.5
33.0,127.5
44.0,70.0
24.5,240.0
22.5,182.5
34.0,195.0
33.0,87.5
35.0,192.5
59.5,210.0
13.5,182.5
22.0,132.5
25.0,112.5
20.5,210.0
22.0,270.0
38.0,85.0
22.0,115.0
17.5,145.0
29.0,87.5
23.0,230.0
19.0,185.0
30.0,167.5
20.5,238.14
27.0,160.0
30.5,150.0
52.0,255.0
15.5,52.5
27.0,182.5
25.0,155.0
58.0,220.0
22.0,187.5
32.0,220.0
31.5,130.0
19.5,275.0
15.0,151.95
32.5,175.0
21.0,232.5
20.0,197.5
30.0,265.0
29.5,79.38
52.5,200.0
19.0,195.0
25.0,110.0
35.0,142.5
27.5,205.0
25.0,95.0
,305.0
16.5,182.5
40.0,245.0
23.5,250.0
25.0,245.0
28.0,187.5
14.5,97.5
20.0,239.95
33.0,192.5
47.0,110.0
22.5,107.5
16.0,187.5
26.0,97.5
31.0,226.8
25.0,155.0
28.0,285.0
25.0,95.0
44.5,176.9
29.0,160.0
55.0,182.5
32.0,207.5
46.0,137.5
29.5,322.5
26.5,250.0
26.0,202.5
22.0,-170.0
34.0,95.0
39.0,117.93
40.0,142.5
26.0,230.0
15.0,102.06
26.5,205.0
22.0,251.74
31.0,202.5
17.0,102.5
36.0,150.0
36.0,272.5
24.0,185.0
24.0,155.0
26.0,120.0
38.0,80.0
22.0,175.0
21.0,87.5
20.5,250.0
24.5,267.5
21.0,125.0
19.5,177.5
20.0,237.5
24.0,237.5
33.5,285.76
35.0,292.5
57.0,207.5
21.0,272.5
30.5,227.5
36.5,170.0
16.5,200.0
51.5,140.0
27.5,150.0
44.0,112.5
20.5,145.0
21.0,177.5
60.0,145.0
24.0,270.0
18.0,142.5
20.0,215.0
33.0,305.0
43.0,120.0
16.5,117.5
21.5,162.5
33.5,160.0
42.5,167.5
25.5,182.5
30.5,95.0
13.0,81.65
42.0,230.0
14.5,90.0
29.0,155.0
21.0,97.5
31.5,197.5
16.0,112.5
21.5,195.0
58.5,85.0
23.5,250.0
19.5,187.5
23.0,145.0
19.5,237.5
45.0,252.5
26.0,
45.5,77.11
33.0,125.0
20.5,162.5
21.5,170.0
75.0,117.5
28.0,235.0
21.5,210.0
22.5,227.5
22.5,292.5
26.5,122.5
24.0,117.5
25.5,187.5
30.0,205.0
23.0,195.0
23.0,215.0
34.0,227.5
22.5,180.0
22.0,250.0
18.0,167.5
66.5,140.0
33.0,262.5
50.0,75.0
28.0,152.5
26.0,215.0
18.5,82.5
22.0,205.0
33.0,250.0
18.5,137.5
19.5,142.5
21.0,95.25
61.0,140.0
31.0,240.0
27.0,170.0
18.5,162.5
21.5,185.0
19.0,247.5
39.0,215.0
35.5,130.0
16.5,102.1
22.0,238.0
20.0,160.0
38.5,160.0
13.5,135.0
27.0,145.0
23.0,127.5
40.0,135.0
47.0,95.0
36.0,215.0
15.0,140.0
17.5,177.5
53.0,112.5
28.5,122.5
56.5,110.0
22.0,102.5
55.0,147.5
20.0,260.0
29.0,192.5
10.5,57.5
30.5,87.5
37.0,325.0
36.0,77.5
19.0,135.0
22.0,155.0
20.5,162.5
17.5,95.0
16.5,105.0
29.0,260.0
32.5,102.5
31.5,230.0
44.5,87.5
29.0,110.0
17.0,162.5
58.0,82.5
27.0,95.0
33.5,240.0
38.5,240.4
21.5,155.0
22.0,297.5
17.0,82.5
65.0,145.0
40.0,205.0
39.5,137.5
22.0,145.0
29.0,165.0
22.0,135.0
18.5,175.0
24.5,85.0
21.5,172.5
17.5,240.0
35.0,272.5
46.5,265.0
22.5,140.0
24.0,231.33
29.0,210.92
21.0,97.5
34.0,119.98
28.5,255.0
27.5,155.0
23.0,265.0
22.5,175.0
23.0,162.5
34.0,172.5
71.0,147.5
21.0,100.0
30.5,200.0
20.0,255.0
21.5,85.0
23.5,167.5
21.0,90.0
27.5,195.0
25.0,112.5
36.5,75.0
46.0,163.29
22.5,170.0
17.5,290.0
45.5,225.0
54.0,226.8
45.0,125.0
18.0,137.5
22.5,85.0
22.0,425.0
48.5,135.0
24.5,125.0
30.0,107.5
34.5,92.5
23.5,175.0
34.0,247.5
38.5,190.0
20.0,250.0
36.0,277.5
33.5,275.0
23.0,130.0
67.0,60.0
22.5,350.0
21.5,200.0
24.0,215.0
37.0,272.5
26.0,257.5
41.0,262.5
23.5,165.0
33.0,142.5
29.0,230.0
,228.0
17.5,95.0
37.0,290.0
28.0,160.0
26.0,335.0
45.5,180.0
28.0,197.5
31.0,260.0
16.5,142.5
25.0,107.5
43.0,220.5
51.0,215.0
45.5,115.0
15.5,122.5
27.5,260.0
15.0,170.0
20.5,275.0
43.0,277.51
27.5,80.0
20.0,149.69
37.5,200.0
25.0,227.5
16.0,222.5
17.5,75.0
25.0,52.5
22.5,248.5
26.0,340.0
23.0,82.5
21.5,232.5
52.5,120.0
32.0,355.0
13.5,75.0
30.0,107.5
25.5,150.0
41.0,117.5
25.0,285.0
38.5,155.0
34.0,240.0
51.5,40.0
45.0,162.5
17.5,205.0
22.0,207.5
23.5,195.0
19.5,182.5
34.0,381.02
23.0,250.0
25.0,120.0
22.5,220.0
23.5,187.5
25.0,160.0
21.5,87.5
28.0,260.0
21.0,157.5
23.0,195.0
20.5,132.5
28.0,320.0
30.0,170.0
34.0,185.97
33.0,222.5
16.5,107.5
41.5,127.5
,102.5
24.5,285.0
44.0,135.0
22.0,167.5
24.0,95.0
54.0,122.5
37.0,100.0
15.0,102.5
24.0,262.5
24.0,92.5
42.5,70.0
22.0,97.5
23.0,127.5
34.0,320.0
39.0,247.5
20.0,170.0
25.0,185.0
21.0,180.0
34.5,230.0
22.0,215.0
19.5,245.0
23.0,408.23
41.5,165.0
23.0,215.0
54.5,175.0
20.5,230.0
15.0,145.0
16.5,167.8
21.0,182.5
28.0,217.5
36.5,217.5
25.5,95.0
25.5,180.0
26.5,285.0
20.0,102.5
33.0,112.5
20.0,170.0
24.0,230.0
42.0,146.0
15.0,129.27
18.0,140.0
57.0,150.0
50.0,120.0
35.5,182.5
27.5,352.5
13.0,40.0
27.5,345.0
40.5,145.0
26.0,320.0
38.0,240.0
23.0,92.5
38.0,292.5
20.0,295.0
53.0,210.0
26.0,162.5
20.5,145.0
24.0,192.5
31.0,210.0
29.5,202.5
16.5,182.5
40.0,100.0
17.5,165.0
23.0,300.0
20.5,195.0
20.5,182.5
47.0,147.5
27.5,120.5
21.5,157.5
20.5,230.5
30.0,260.0
13.5,120.0
25.5,170.0
24.0,137.5
31.0,160.0
36.5,295.0
22.0,165.0
31.5,70.0
17.0,160.0
19.0,102.5
32.0,167.5
25.0,102.5
21.5,117.5
24.5,85.0
24.0,102.5
22.0,107.5
22.5,147.5
33.0,152.5
41.0,132.5
27.5,95.0
33.5,210.0
42.5,90.0
21.5,287.5
74.0,92.5
20.0,230.0
24.0,282.5
23.0,175.0
17.5,202.5
59.0,170.0
15.0,92.5
24.0,165.0
26.0,265.0
24.0,195.0
39.0,255.0
38.0,210.0
22.5,330.0
33.0,127.5
27.0,97.5
33.0,302.5
20.0,115.0
22.5,250.0
17.0,200.0
26.0,145.0
36.5,105.0
16.0,180.0
25.0,65.0
38.0,110.0
18.0,205.0
43.0,220.0
35.0,215.0
37.0,185.0
20.5,92.5
20.5,187.5
31.5,205.0
17.0,120.0
21.5,192.5
71.0,155.0
21.5,120.0
18.5,142.5
15.5,115.0
20.0,167.5
22.0,252.5
26.0,250.0
37.5,172.5
27.0,257.5
32.0,317.5
34.0,112.5
15.5,115.7
29.0,167.5
31.0,117.5
27.0,145.0
22.0,215.0
27.5,187.5
20.5,137.5
13.5,140.0
23.0,207.5
26.0,172.37
19.0,190.0
17.5,150.0
32.5,330.0
25.0,185.0
26.5,132.5
17.5,162.5
40.0,127.5
27.5,172.5
55.5,192.5
17.5,160.0
22.0,127.5
17.5,137.5
16.5,190.0
25.5,75.0
37.0,115.0
32.5,227.5
25.0,315.0
23.5,170.0
18.0,182.5
27.5,227.5
23.5,185.0
12.0,113.4
24.5,75.0
25.0,277.5
25.5,215.0
19.5,210.0
60.5,70.0
20.5,245.0
16.5,125.0
16.0,195.0
40.0,210.0
61.0,145.0
30.5,130.0
19.5,150.0
23.0,140.0
23.0,197.5
23.0,195.0
27.5,80.0
28.0,117.5
50.0,145.0
34.0,80.0
44.5,177.5
67.5,115.0
26.5,215.0
21.0,100.0
25.5,252.5
28.5,195.0
45.5,140.0
34.5,122.5
38.0,102.5
21.5,92.5
21.0,75.0
33.0,120.0
29.0,185.0
29.5,75.0
28.0,200.0
27.0,127.46
16.0,160.0
23.0,215.0
24.0,190.0
15.5,212.5
27.0,215.0
17.5,130.0
20.5,195.0
23.0,235.0
33.0,162.5
54.5,87.5
48.5,82.5
36.5,120.0
16.5,160.0
18.0,142.5
22.5,225.0
20.5,147.5
67.0,190.0
35.0,107.5
25.5,215.0
28.0,130.0
22.0,172.5
23.5,160.0
49.0,67.5
41.5,142.5
22.0,205.0
21.0,145.0
26.5,180.0
20.5,212.5
16.0,81.65
47.0,130.0
26.0,120.0
30.5,132.5
27.0,320.0
27.5,142.5
59.0,195.0
16.5,124.7
27.5,165.0
37.0,62.5
11.0,90.72
34.5,180.0
58.5,230.0
53.0,52.5
23.0,202.5
16.5,95.0
24.0,92.99
32.5,183.7
31.0,245.0
21.5,97.5
32.0,197.5
29.0,130.0
28.0,-225.0
28.0,230.0
52.0,97.5
41.0,200.0
14.5,65.0
19.5,222.5
27.0,330.0
21.5,105.0
22.5,187.5
33.0,295.0
35.5,105.0
16.0,125.0
29.0,265.0
23.5,250.0
35.0,190.0
14.0,85.0
23.0,160.0
56.0,115.0
34.0,102.5
20.5,122.5
29.0,112.5
24.0,154.22
47.0,187.5
35.5,180.0
31.0,250.0
38.0,127.5
25.5,115.0
38.5,215.0
38.5,120.0
30.5,62.5
41.0,120.0
13.5,105.0
22.5,270.0
50.0,270.0
35.0,290.0
19.5,302.5
35.5,252.5
19.0,220.0
18.0,127.5
24.0,237.5
22.0,282.5
26.5,245.0
28.0,210.0
59.5,227.5
34.0,227.5
44.0,117.5
24.0,177.5
25.0,152.5
22.0,82.5
31.0,242.67
35.0,135.0
52.0,102.5
44.0,127.5
27.0,95.0
30.0,294.84
35.5,140.0
38.0,227.5
27.0,112.5
18.5,177.5
43.5,192.5
15.0,172.37
28.5,195.0
37.0,145.0
59.5,72.5
24.5,75.0
39.0,255.0
44.0,72.5
18.5,145.0
22.0,175.0
17.5,222.5
30.0,362.5
26.0,135.0
21.5,180.0
58.5,85.0
37.5,130.0
16.5,150.0
42.0,117.5
41.0,55.0
50.5,175.0
40.0,210.0
26.0,257.5
40.5,150.0
34.5,122.5
33.5,175.0
33.0,77.11
24.5,167.5
20.5,235.0
45.0,115.0
51.0,260.0
27.5,312.5
42.0,70.0
21.0,237.5
20.5,165.0
16.5,85.0
35.5,115.0
19.5,162.5
19.0,117.93
20.5,235.0
25.0,92.5
27.5,145.0
48.5,290.0
21.5,275.0
28.0,62.5
21.0,195.0
,172.5
35.0,285.0
30.0,282.5
26.0,120.0
32.0,137.5
37.0,80.0
23.0,220.0
30.5,220.0
17.5,197.5
20.0,195.0
23.5,177.5
33.0,330.0
59.0,85.0
48.0,57.5
17.5,180.0
22.5,231.3
46.5,225.0
18.0,165.0
44.0,60.0
24.5,132.5
35.0,95.0
27.5,327.5
14.5,110.0
16.0,107.5
49.5,117.5
30.0,115.0
43.5,130.0
19.0,115.0
41.0,70.0
39.5,125.0
26.0,245.0
22.5,300.0
21.0,265.0
26.5,105.0
,167.83
33.0,155.0
28.5,235.0
22.5,175.0
27.0,275.0
34.5,225.0
18.0,215.0
32.0,242.5
22.0,217.5
28.0,320.0
19.0,92.5
23.5,95.0
27.0,175.0
21.0,170.0
29.0,75.0
25.0,102.5
25.0,120.0
17.0,220.0
19.0,192.5
27.5,140.0
44.0,177.5
60.5,95.0
14.0,61.23
18.0,-165.0
23.5,102.5
22.5,245.0
38.5,180.0
23.0,195.0
21.0,240.0
25.5,102.5
41.5,165.0
16.5,190.0
21.5,160.0
34.5,125.0
26.0,212.5
15.5,122.5
47.5,155.0
20.0,180.0
67.5,65.0
17.0,90.0
18.0,328.85
22.0,87.5
36.5,325.0
41.5,117.5
22.5,202.5
23.5,235.0
32.5,110.0
41.0,92.5
40.0,152.5
35.0,212.5
23.0,-225.0
20.0,130.0
14.5,85.0
29.0,267.5
,125.0
26.0,115.0
29.0,192.5
23.5,190.0
47.0,272.5
19.5,247.5
22.5,155.0
27.0,185.0
39.0,95.0
31.0,162.5
65.0,105.0
27.0,322.5
29.0,330.0
42.0,287.5
25.5,70.0
25.0,220.0
,190.0
30.0,240.4
44.5,270.0
51.0,272.5
34.0,250.0
30.0,247.5
18.0,177.5
34.5,115.0
20.5,100.0
30.5,355.0
31.5,110.0
32.0,282.5
20.5,95.0
25.5,207.5
23.5,205.0
23.5,155.0
18.0,85.0
25.0,262.5
16.5,157.5
26.5,310.0
22.5,242.5
28.5,220.0
47.0,77.5
21.0,200.0
47.0,77.5
39.0,185.0
30.0,290.0
39.0,200.0
26.0,300.0
59.0,235.0
41.5,195.0
16.0,215.0
42.0,175.0
66.0,265.0
30.0,140.0
49.0,130.0
43.5,257.5
18.5,160.0
22.0,190.0
65.5,165.0
20.5,280.0
19.5,165.0
16.0,122.47
42.5,152.5
23.0,122.47
56.5,200.0
38.0,247.5
23.5,142.5
22.0,200.0
39.0,115.0
32.0,340.0
28.0,325.0
42.0,145.0
25.5,207.5
27.0,120.0
40.5,240.0
17.5,157.5
27.5,140.0
31.0,97.5
29.0,67.5
22.5,122.5
37.0,245.0
40.5,177.5
24.0,205.0
27.5,180.0
26.0,332.5
26.0,182.5
42.0,110.0
26.0,140.0
23.0,175.0
30.0,210.0
34.0,265.0
20.5,205.0
27.5,62.5
13.5,102.5
21.5,97.5
17.0,80.0
23.0,112.5
29.5,75.0
47.5,95.0
18.0,67.5
75.5,102.5
21.0,177.5
27.0,225.0
26.5,120.0
23.5,210.0
17.5,122.5
14.0,52.5
26.0,277.5
64.0,127.5
34.0,105.0
29.0,147.5
25.0,125.0
22.5,102.5
22.5,182.5
23.0,227.5
30.0,222.5
18.0,162.5
33.5,167.5
33.0,235.0
21.0,110.0
35.0,142.5
21.5,160.0
23.5,97.5
20.5,67.5
30.5,77.5
31.5,165.0
21.0,110.0
45.0,205.0
54.0,200.0
36.0,77.5
35.0,160.0
42.5,202.5
23.5,210.0
43.0,230.0
21.5,147.5
32.0,82.5
20.0,217.5
21.0,232.5
47.0,115.0
34.0,225.0
26.0,200.0
32.5,280.0
24.5,172.5
21.0,192.5
18.0,213.19
38.5,255.0
38.0,177.5
27.0,150.0
25.0,195.0
23.0,172.5
26.0,170.0
73.0,137.5
30.5,160.0
34.5,222.5
29.0,117.5
51.0,247.5
25.5,262.5
17.5,175.0
21.5,185.0
18.0,97.5
34.5,100.0
46.5,60.0
26.0,230.0
23.0,202.5
30.5,192.5
49.0,225.0
26.5,195.04
31.0,180.0
28.5,135.0
58.5,187.5
21.0,210.0
25.5,255.0
21.5,97.52
20.0,300.0
22.0,105.0
34.5,155.0
61.5,57.5
23.0,272.5
76.0,105.0
17.5,250.0
34.5,137.5
27.0,197.5
24.0,292.5
34.0,240.0
38.0,117.5
52.5,110.0
32.0,205.0
31.0,157.5
50.5,85.0
22.0,300.0
28.0,92.5
13.0,92.5
17.5,155.0
25.0,250.0
26.5,132.5
20.0,125.0
27.5,225.0
26.0,152.5
13.5,150.0
35.5,120.0
26.0,272.5
43.0,175.0
55.0,185.0
15.5,150.0
25.0,147.5
38.5,205.0
34.5,250.0
18.5,132.5
26.0,190.0
16.0,65.0
24.0,145.0
25.5,130.0
14.5,70.3
30.0,205.0
24.5,150.0
36.0,155.0
41.0,92.5
42.0,136.08
26.0,182.5
29.0,282.5
22.5,282.5
24.5,140.0
32.0,242.5
16.0,215.0
36.5,352.5
32.5,170.0
26.5,122.5
32.0,187.5
23.5,182.5
54.5,117.5
27.5,187.5
23.5,102.5
40.0,257.5
32.0,232.5
23.0,202.5
19.0,210.0
17.5,132.5
20.0,182.5
32.0,320.0
24.5,195.0
23.0,115.0
29.5,174.6
39.0,247.5
42.5,190.0
41.5,265.0
51.0,215.0
17.0,185.0
34.0,265.0
45.5,245.0
31.5,210.0
35.0,245.0
21.0,235.0
21.5,130.0
20.0,187.5
28.0,285.0
25.5,160.0
24.0,232.5
22.5,197.5
18.5,162.5
65.0,145.0
23.0,245.0
37.0,210.0
40.5,232.5
57.5,120.5
17.0,97.5
43.0,77.5
22.0,215.0
22.0,-105.0
24.5,127.5
22.5,277.5
19.0,260.0
41.0,252.5
18.5,155.0
67.0,227.48
17.0,108.86
30.0,150.0
15.0,227.5
25.5,187.5
17.5,105.0
26.0,217.5
17.5,285.0
18.0,92.5
48.5,140.0
31.5,182.5
42.5,172.5
58.0,97.5
19.0,151.95
19.0,272.5
49.0,190.0
17.5,190.0
15.0,97.5
17.0,110.0
17.5,120.0
18.0,187.5
18.5,195.0
18.5,142.5
18.5,125.0
35.5,192.5
34.0,182.5
52.5,160.0
23.0,-330.0
22.5,147.5
29.5,190.0
20.0,120.0
26.0,442.5
23.0,256.28
19.5,55.0
31.0,112.5
25.0,132.5
24.0,117.5
28.5,112.5
26.0,110.0
31.0,242.5
17.0,130.0
20.5,257.5
33.0,140.0
35.5,180.0
46.0,65.0
37.5,190.0
23.0,160.0
27.0,165.0
39.0,262.5
23.0,135.0
26.0,207.5
18.0,197.5
25.0,288.03
50.5,90.0
21.0,220.0
24.5,240.0
74.0,92.5
26.0,263.08
20.0,175.0
28.5,202.5
22.5,260.0
23.0,255.0
58.0,182.5
24.0,215.46
21.0,92.5
34.0,175.0
71.0,175.0
19.0,175.0
22.0,185.0
23.0,225.0
34.5,149.69
26.0,200.0
16.0,152.5
21.5,182.5
40.0,152.5
43.0,260.0
26.0,145.0
51.0,272.5
31.0,240.0
23.5,157.5
16.5,227.5
28.0,215.0
16.0,105.0
32.5,215.0
30.5,180.0
43.5,145.0
24.5,215.0
44.0,190.0
16.5,110.0
35.0,167.5
42.0,140.0
13.5,57.5
16.5,145.0
29.0,117.5
32.5,145.0
45.0,100.0
40.0,185.0
29.0,270.0
26.0,190.0
40.5,205.0
25.0,105.0
72.5,100.0
20.5,117.5
47.0,199.58
17.5,160.0
18.0,210.0
16.5,120.0
23.0,250.0
21.0,205.0
52.0,130.0
40.0,137.5
33.0,190.0
28.0,115.67
40.0,327.5
44.5,165.0
33.0,-112.5
22.0,265.0
20.5,215.0
25.0,137.5
24.0,235.0
57.0,105.0
28.0,282.5
16.0,217.72
34.0,195.0
19.5,202.5
19.0,185.0
29.0,232.5
23.0,185.0
13.0,45.0
40.5,90.0
21.5,122.5
57.0,202.5
52.5,165.0
36.5,185.0
18.0,182.5
31.0,345.0
58.0,145.0
44.0,167.5
21.5,175.0
